Sim	T1	W	k	Antigen_2016	MF_2016
50	0.004111609964165837	0.5722450045868754	0.10794106498360634	6.231964377854645	1.5097368471343666
50	0.004111609964165837	0.5722450045868754	0.10794106498360634	6.393608298533645	1.5426272333771907
50	0.004111609964165837	0.5722450045868754	0.10794106498360634	6.836394310034125	1.6026992830029525
51	0.004008932134602219	0.025594615004956724	0.19659784350078552	4.6203925323121116	0.6797510770703686
51	0.004008932134602219	0.025594615004956724	0.19659784350078552	4.574512881368909	0.5780346820809248
51	0.004008932134602219	0.025594615004956724	0.19659784350078552	4.34974058545364	0.794516876304252
51	0.004008932134602219	0.025594615004956724	0.19659784350078552	4.948844694792505	0.7127256006437521
51	0.004008932134602219	0.025594615004956724	0.19659784350078552	4.729405900734237	0.6958955581542472
52	0.0029780733259394767	0.03534827698022127	0.05925546395592391	5.75237225930363	2.008100861429631
52	0.0029780733259394767	0.03534827698022127	0.05925546395592391	5.381381150766986	1.722118762839096
52	0.0029780733259394767	0.03534827698022127	0.05925546395592391	5.207434259738765	1.8144503903178164
52	0.0029780733259394767	0.03534827698022127	0.05925546395592391	5.116743088463826	1.5655276941081673
